nan,nan,3.483287076464336565e+02,2.358214064191528792e+02
nan,nan,2.515256702297373295e+02,1.297478979285174887e+02
nan,nan,7.536060472907399799e+01,1.992090746203869003e+02
nan,nan,1.956785782923452643e+02,6.482341943856459920e+01
nan,nan,7.426874844113064000e+01,1.540655025294630605e+02
nan,nan,2.812115897689811277e+02,3.479729883436912701e+02
nan,nan,1.523844541374604660e+02,2.988343379055759215e+02
nan,nan,4.621170665886411371e+02,4.479717216186438122e+02
nan,nan,2.389989952837590863e+02,3.091858446863858489e+02
nan,nan,7.563578702591536285e+01,4.724991613388933160e+02
nan,nan,2.984342057524974052e+02,4.923559344825198423e+02
nan,nan,2.716178585712885365e+02,3.460242885684876342e+02
nan,nan,4.423982411761896856e+02,4.686421444796771993e+02
nan,nan,5.718669995569803177e+01,2.440009496058225409e+02
nan,nan,1.423373717744538567e+02,1.664383339270399915e+02
nan,nan,3.735141049405709737e+02,6.325808267454345923e+01
nan,nan,3.011384685597503221e+02,2.621950607264478208e+02
nan,nan,3.430351590670884434e+02,2.911352283762161051e+02
2.899391553308273028e+00,1.799233984788445873e-01,1.661228991604440921e+02,1.207940910596079220e+01
nan,nan,1.640520383863059237e+02,4.760260965256583177e+02
nan,nan,2.106247551345151692e+02,3.262836995669387079e+02
nan,nan,1.175748080290060216e+02,1.815560130842479794e+02
nan,nan,5.093443165877730507e+02,1.193773881988789753e+01
nan,nan,3.639302128324631553e+02,4.636477133587289359e+02
nan,nan,2.900823048282185255e+02,2.175388032069974429e+02
nan,nan,6.494805084966446884e+01,9.262913908960553044e+01
nan,nan,1.009300795274092479e+02,3.821521567960530774e+02
1.247117269123244748e-01,2.999933371964643158e-01,7.145455607864278136e+00,1.994718429689237382e+01
nan,nan,4.399343707827108574e+01,4.102930140916597566e+02
nan,nan,3.693927379364828880e+02,1.092880675622060380e+02
nan,nan,2.818033993240709378e+02,3.113420982292489043e+02
nan,nan,4.058575956113692769e+02,3.889188959303751290e+02
nan,nan,1.857828858815778403e+02,3.001820207299316507e+02
nan,nan,4.050705200538786244e+02,2.101276881542958108e+02
nan,nan,3.940771203276504480e+02,8.971065189816800967e+01
nan,nan,3.941331642811991287e+01,2.159602486701622865e+02
nan,nan,3.827892811618928022e+02,3.803471864737866213e+02
nan,nan,3.295304750351921825e+02,3.460118387400304982e+02
nan,nan,4.391942799477865265e+02,3.762721889683868994e+02
nan,nan,3.985273866912813219e+02,5.322606136012132083e+01
nan,nan,4.852546971219850889e+02,4.387622794255291296e+02
nan,nan,3.936755567246304395e+02,1.459053657447751107e+02
nan,nan,2.399773765836062580e+02,3.822631640618575375e+02
nan,nan,4.788651715377091023e+02,2.710886842379490531e+02
nan,nan,2.194262749270124004e+02,3.972155038632365631e+02
nan,nan,1.089055868315859925e+02,4.043707966367213089e+02
nan,nan,2.881280393195556258e+02,1.405618169852801316e+02
nan,nan,4.404515566994680285e+02,1.622097012227361574e+02
nan,nan,4.329340774001590830e+02,2.954577752860955684e+02
nan,nan,4.041980890881865776e+02,3.722156217736756503e+02
nan,nan,1.027555521186191640e+02,9.734710681485506711e+01
nan,nan,3.827732833165229067e+02,1.400797006841008852e+01
nan,nan,1.785712769643903925e+02,4.604197177122015887e+02
nan,nan,1.768421688823310092e+02,6.599693679217506315e+01
nan,nan,4.757510605943177211e+02,2.239836309615453160e+02
nan,nan,3.787661316432811986e+02,4.300229119411253009e+02
nan,nan,2.130670616818799772e+02,4.477265546128642768e+02
nan,nan,1.495823599503221430e+02,3.622319607557444101e+02
nan,nan,1.648280400513945096e+02,4.427851556708718022e+02
3.754948330944501422e-01,1.239937173605555332e+00,3.552650638137282613e+01,7.184824582047849617e+01
nan,nan,6.532815850610069219e+01,3.742698321372690771e+02
nan,nan,4.159014757465150183e+02,3.066095794056186037e+02
nan,nan,3.383829177818830090e+02,3.004594992830434990e+02
nan,nan,3.556376008644587614e+02,4.092237164178364424e+02
nan,nan,8.877037848765746730e+01,1.916012374693008269e+02
nan,nan,4.658338654115112263e+02,7.343147732437097375e+01
nan,nan,2.427799487447220486e+02,4.492428482339265656e+02
nan,nan,8.334135957704813791e+01,4.988448683637004706e+02
